ticker
AA
AAOI
AAON
ANF
AU
BLDR
BLFS
BOOT
CAVA
CEG
CLS
CRWD
CSL
DASH
DELL
DOGZ
DRS
EAT
ERJ
FRPT
FTAI
GCT
GDDY
HCA
INOD
KKR
MNDY
MOD
MPWR
MSTR
MTZ
NFLX
NGVC
NRIX
NTRA
NVDA
ONON
PHIN
PLTR
PRCT
SFM
SG
SHAK
STRL
TCOM
TRGP
TWST
VITL
VKTX
VRT
VST
WSM
YPF
Z
ZETA
