ticker,date,close
AMAT,2023-05-29 00:00:00,136.57
AMAT,2023-05-30 00:00:00,133.3
AMAT,2023-05-31 00:00:00,134.83
AMAT,2023-06-01 00:00:00,134.63
AMAT,2023-06-04 00:00:00,133.73
AMAT,2023-06-05 00:00:00,133.94
AMAT,2023-06-06 00:00:00,135.01
AMAT,2023-06-07 00:00:00,136.2
AMAT,2023-06-08 00:00:00,136.12
AMAT,2023-06-11 00:00:00,140.01
AMAT,2023-06-12 00:00:00,141.79
AMAT,2023-06-13 00:00:00,141.17
AMAT,2023-06-14 00:00:00,140.11
AMAT,2023-06-15 00:00:00,138.93
AMAT,2023-06-19 00:00:00,138.52
AMAT,2023-06-20 00:00:00,136.67
AMAT,2023-06-21 00:00:00,138.92
AMAT,2023-06-22 00:00:00,136.07
AMAT,2023-06-25 00:00:00,139.8
AMAT,2023-06-26 00:00:00,146.55
AMAT,2023-06-27 00:00:00,144.03
AMAT,2023-06-28 00:00:00,144.23
AMAT,2023-06-29 00:00:00,144.54
AMAT,2023-07-02 00:00:00,145.47
AMAT,2023-07-04 00:00:00,142.26
AMAT,2023-07-05 00:00:00,140.38
AMAT,2023-07-06 00:00:00,139.57
AMAT,2023-07-09 00:00:00,140.56
AMAT,2023-07-10 00:00:00,137.56
AMAT,2023-07-11 00:00:00,138.89
AMAT,2023-07-12 00:00:00,142.65
AMAT,2023-07-13 00:00:00,142.74
AMAT,2023-07-16 00:00:00,145.5
AMAT,2023-07-17 00:00:00,144.51
AMAT,2023-07-18 00:00:00,141.78
AMAT,2023-07-19 00:00:00,134.04
AMAT,2023-07-20 00:00:00,136.4
AMAT,2023-07-23 00:00:00,138.35
AMAT,2023-07-24 00:00:00,140.06
AMAT,2023-07-25 00:00:00,139.02
AMAT,2023-07-26 00:00:00,146.14
AMAT,2023-07-27 00:00:00,151.93
AMAT,2023-07-30 00:00:00,151.59
AMAT,2023-07-31 00:00:00,152.63
AMAT,2023-08-01 00:00:00,147.33
AMAT,2023-08-02 00:00:00,147.81
AMAT,2023-08-03 00:00:00,145.66
AMAT,2023-08-06 00:00:00,150.38
AMAT,2023-08-07 00:00:00,148.01
AMAT,2023-08-08 00:00:00,145.16
AMAT,2023-08-09 00:00:00,144.61
AMAT,2023-08-10 00:00:00,138.83
AMAT,2023-08-13 00:00:00,141.89
AMAT,2023-08-14 00:00:00,140.08
AMAT,2023-08-15 00:00:00,138.25
AMAT,2023-08-16 00:00:00,137.59
AMAT,2023-08-17 00:00:00,142.66
AMAT,2023-08-20 00:00:00,148.77
AMAT,2023-08-21 00:00:00,147.85
AMAT,2023-08-22 00:00:00,148.0
AMAT,2023-08-23 00:00:00,142.52
AMAT,2023-08-24 00:00:00,144.36
AMAT,2023-08-27 00:00:00,145.42
AMAT,2023-08-28 00:00:00,149.98
AMAT,2023-08-29 00:00:00,150.95
AMAT,2023-08-30 00:00:00,152.76
AMAT,2023-08-31 00:00:00,153.99
AMAT,2023-09-04 00:00:00,153.61
AMAT,2023-09-05 00:00:00,153.18
AMAT,2023-09-06 00:00:00,148.23
AMAT,2023-09-07 00:00:00,147.53
AMAT,2023-09-10 00:00:00,146.71
AMAT,2023-09-11 00:00:00,143.97
AMAT,2023-09-12 00:00:00,144.58
AMAT,2023-09-13 00:00:00,144.57
AMAT,2023-09-14 00:00:00,138.25
AMAT,2023-09-17 00:00:00,140.27
AMAT,2023-09-18 00:00:00,137.71
AMAT,2023-09-19 00:00:00,136.97
AMAT,2023-09-20 00:00:00,135.19
AMAT,2023-09-21 00:00:00,136.17
AMAT,2023-09-24 00:00:00,136.59
AMAT,2023-09-25 00:00:00,134.08
AMAT,2023-09-26 00:00:00,135.06
AMAT,2023-09-27 00:00:00,138.22
AMAT,2023-09-28 00:00:00,138.45
AMAT,2023-10-01 00:00:00,139.51
AMAT,2023-10-02 00:00:00,136.72
AMAT,2023-10-03 00:00:00,139.3
AMAT,2023-10-04 00:00:00,139.28
AMAT,2023-10-05 00:00:00,140.29
AMAT,2023-10-08 00:00:00,140.15
AMAT,2023-10-09 00:00:00,141.4
AMAT,2023-10-10 00:00:00,142.18
AMAT,2023-10-11 00:00:00,145.0
AMAT,2023-10-12 00:00:00,141.14
AMAT,2023-10-15 00:00:00,141.0
AMAT,2023-10-16 00:00:00,142.72
AMAT,2023-10-17 00:00:00,141.45
AMAT,2023-10-18 00:00:00,134.43
AMAT,2023-10-19 00:00:00,134.12
AMAT,2023-10-22 00:00:00,134.23
AMAT,2023-10-23 00:00:00,134.9
AMAT,2023-10-24 00:00:00,130.11
AMAT,2023-10-25 00:00:00,130.84
AMAT,2023-10-26 00:00:00,131.3
AMAT,2023-10-29 00:00:00,131.03
AMAT,2023-10-30 00:00:00,132.35
AMAT,2023-10-31 00:00:00,135.29
AMAT,2023-11-01 00:00:00,138.51
AMAT,2023-11-02 00:00:00,139.75
AMAT,2023-11-05 00:00:00,140.36
AMAT,2023-11-06 00:00:00,141.74
AMAT,2023-11-07 00:00:00,144.23
AMAT,2023-11-08 00:00:00,143.17
AMAT,2023-11-09 00:00:00,150.68
AMAT,2023-11-12 00:00:00,149.74
AMAT,2023-11-13 00:00:00,154.08
AMAT,2023-11-14 00:00:00,155.37
AMAT,2023-11-15 00:00:00,154.81
AMAT,2023-11-16 00:00:00,148.59
AMAT,2023-11-19 00:00:00,152.57
AMAT,2023-11-20 00:00:00,149.25
AMAT,2023-11-21 00:00:00,149.48
AMAT,2023-11-23 00:00:00,150.34
AMAT,2023-11-26 00:00:00,150.81
AMAT,2023-11-27 00:00:00,148.06
AMAT,2023-11-28 00:00:00,149.36
AMAT,2023-11-29 00:00:00,149.78
AMAT,2023-11-30 00:00:00,151.59
AMAT,2023-12-03 00:00:00,148.27
AMAT,2023-12-04 00:00:00,146.15
AMAT,2023-12-05 00:00:00,144.7
AMAT,2023-12-06 00:00:00,148.39
AMAT,2023-12-07 00:00:00,147.72
AMAT,2023-12-10 00:00:00,155.14
