ticker
AA
AAOI
AAON
AAPL
ADP
AMD
AMT
ANF
APH
APP
AU
AZEK
BLDR
BLFS
BOOT
CAVA
CEG
CLS
CNM
CRWD
CSL
DASH
DELL
DKNG
DOGZ
DRS
EAT
ERJ
FRPT
FTAI
FTI
GCT
GDDY
HCA
HIMS
INOD
IONQ
KKR
KLAC
KMI
META
MNDY
MOD
MPWR
MSTR
MTZ
NFLX
NGVC
NRIX
NTRA
NVDA
ONON
PHIN
PLTR
PRCT
QCOM
QMCO
SFM
SG
SHAK
SMCI
SMLR
SN
STRL
TCOM
TRGP
TSLA
TWST
V
VITL
VKTX
VRT
VST
VVX
WSM
YPF
Z
ZETA
